YEAR MO DY HR T2M T2MDEW T2MWET QV2M RH2M PRECTOTCORR PS WS2M WD2M WS10M WD10M
2021 1 22 23 15.29 14.23 14.76 11.9 93.25 0 85.5 2.75 165.85 4.21 165.81
2021 1 23 0 14.99 14.26 14.62 11.9 95.25 0 85.42 2.48 168.37 3.81 168.41
2021 1 23 1 14.89 14.43 14.66 12.02 96.94 0.01 85.38 2.12 173.43 3.3 173.06
2021 1 23 2 14.88 14.62 14.75 12.21 98.19 0.06 85.38 1.77 179.5 2.84 179.21
2021 1 23 3 14.86 14.73 14.8 12.27 99 0.18 85.42 1.59 182.54 2.59 182.25
2021 1 23 4 14.71 14.7 14.7 12.27 99.81 0.23 85.46 1.22 192.97 2.13 192.92
2021 1 23 5 15.07 14.82 14.94 12.33 98.25 0.16 85.49 1.3 217.91 2.2 216.79
2021 1 23 6 16.61 15.54 16.08 12.94 93.25 0.08 85.5 2.45 227.71 3.48 227.73
2021 1 23 7 18.45 16.26 17.36 13.55 86.94 0.03 85.48 2.93 223.92 4.06 223.91
2021 1 23 8 20.15 16.57 18.36 13.79 79.75 0.01 85.46 3.54 208.94 4.86 209.04
2021 1 23 9 21.48 16.81 19.15 14.04 74.62 0.03 85.44 3.74 201.16 5.12 201.12
2021 1 23 10 22.8 17.06 19.93 14.28 70 0.07 85.37 3.59 211.58 4.84 211.53
2021 1 23 11 23.83 17.13 20.48 14.34 65.94 0.1 85.3 3.64 222.83 4.9 222.74
2021 1 23 12 24.52 16.95 20.74 14.22 62.69 0.13 85.22 3.75 233.23 5.08 233.18
2021 1 23 13 24.43 16.98 20.7 14.22 63.19 0.14 85.18 3.69 241.7 5.08 241.62
2021 1 23 14 23.76 17.27 20.52 14.53 66.88 0.17 85.14 3.57 248.27 4.97 248.32
2021 1 23 15 22.73 17.61 20.17 14.83 72.75 0.18 85.12 3.3 252.51 4.69 252.47
2021 1 23 16 21.71 18.12 19.91 15.32 79.88 0.19 85.13 2.79 254.1 4.05 254.12
2021 1 23 17 20.83 18.74 19.79 15.93 87.75 0.18 85.17 1.94 257.92 2.91 258.09
2021 1 23 18 20.04 18.99 19.51 16.17 93.5 0.16 85.21 1.4 262.95 2.24 263.2
2021 1 23 19 19.68 18.94 19.3 16.11 95.38 0.12 85.23 1.52 265.87 2.42 265.74
2021 1 23 20 19.41 18.83 19.12 15.99 96.25 0.09 85.26 1.54 265.36 2.47 265.28
2021 1 23 21 19.08 18.6 18.84 15.75 96.81 0.07 85.29 1.5 261.32 2.44 261.14
2021 1 23 22 18.68 18.3 18.49 15.5 97.56 0.07 85.28 1.32 262.2 2.22 261.9
2021 1 23 23 18.21 17.98 18.1 15.14 98.44 0.07 85.24 1.17 266.19 2.05 265.62
2021 1 24 0 18.01 17.81 17.91 15.01 98.62 0.08 85.2 1.02 270.44 1.81 269.75
2021 1 24 1 18.13 17.83 17.98 15.01 98.06 0.07 85.16 1 280.34 1.71 280.02
2021 1 24 2 18.15 17.8 17.98 15.01 97.75 0.05 85.15 1.09 294.92 1.83 294.48
2021 1 24 3 18.11 17.73 17.92 14.95 97.5 0.04 85.16 1.38 306.93 2.24 306.63
2021 1 24 4 18.06 17.68 17.87 14.89 97.44 0.05 85.21 1.68 312.74 2.69 312.64
2021 1 24 5 18.05 17.65 17.85 14.83 97.25 0.06 85.27 1.99 314.52 3.1 314.39
2021 1 24 6 18.6 17.9 18.26 15.08 95.62 0.07 85.33 2.65 314.05 3.9 314.11
2021 1 24 7 19.44 17.94 18.69 15.14 90.94 0.1 85.36 3.26 309.56 4.62 309.58
2021 1 24 8 20.99 17.7 19.35 14.89 81.44 0.09 85.37 3.68 306.36 5.09 306.45
2021 1 24 9 22.75 17.4 20.08 14.59 71.75 0.07 85.36 3.88 307.63 5.29 307.68
2021 1 24 10 24.12 17.33 20.73 14.53 65.69 0.08 85.34 3.95 311.63 5.37 311.7
2021 1 24 11 24.98 17.29 21.13 14.53 62.25 0.11 85.3 4.04 318.14 5.51 318.28
2021 1 24 12 25.11 17.32 21.21 14.53 61.88 0.15 85.26 4.15 326.22 5.73 326.4
2021 1 24 13 24.76 17.57 21.16 14.77 64.25 0.19 85.24 4.27 335.45 5.96 335.62
2021 1 24 14 24.15 17.76 20.96 14.95 67.44 0.29 85.21 4.24 344.17 6 344.35
2021 1 24 15 23.23 17.95 20.59 15.14 72.06 0.51 85.21 4.19 352.38 5.99 352.5
2021 1 24 16 21.83 18.33 20.08 15.5 80.31 0.7 85.25 3.82 0.94 5.58 0.96
2021 1 24 17 20.66 18.7 19.69 15.87 88.38 0.76 85.32 3.31 9.93 4.88 9.96
2021 1 24 18 19.69 18.54 19.12 15.69 92.88 1.06 85.4 3.3 14.27 4.92 14.23
2021 1 24 19 19.1 18.3 18.7 15.44 94.94 1.76 85.46 3.31 16.6 4.94 16.63
2021 1 24 20 18.76 18.14 18.44 15.26 96 2.18 85.52 3.2 17.46 4.78 17.4
2021 1 24 21 18.6 18.04 18.32 15.14 96.44 1.99 85.58 3 18.06 4.49 18.03
2021 1 24 22 18.48 18 18.24 15.14 96.81 1.72 85.58 2.72 18.28 4.1 18.33
2021 1 24 23 18.38 17.93 18.15 15.08 97.12 1.39 85.53 2.53 19.27 3.86 19.28
2021 1 25 0 18.34 17.94 18.14 15.08 97.44 0.9 85.45 2.3 20.28 3.53 20.32
2021 1 25 1 18.37 18.04 18.2 15.2 97.75 0.46 85.39 1.93 25.63 3.05 25.51
2021 1 25 2 18.59 18.22 18.4 15.38 97.56 0.27 85.36 2.11 31.51 3.32 31.33
2021 1 25 3 18.69 18.23 18.46 15.38 97.06 0.2 85.37 2.62 30.7 4.05 30.53
2021 1 25 4 18.58 18.04 18.31 15.2 96.44 0.22 85.4 3.15 21.54 4.77 21.44
2021 1 25 5 18.42 17.85 18.13 15.01 96.38 0.19 85.48 3.38 12.01 5.06 12.02
2021 1 25 6 18.59 17.89 18.24 15.01 95.56 0.12 85.58 3.94 3.18 5.82 3.15
2021 1 25 7 18.94 17.94 18.44 15.08 93.69 0.1 85.64 4.6 2.34 6.69 2.27
2021 1 25 8 19.87 17.94 18.91 15.08 88.56 0.1 85.66 4.7 6.01 6.72 6.01
2021 1 25 9 21.44 18.05 19.75 15.14 80.94 0.14 85.66 4.43 7.7 6.2 7.68
2021 1 25 10 22.68 17.88 20.28 15.01 74.25 0.2 85.62 4.12 5.44 5.71 5.49
2021 1 25 11 23 17.69 20.35 14.83 71.94 0.28 85.55 3.91 359.08 5.42 359.09
2021 1 25 12 22.19 17.71 19.94 14.89 75.69 0.36 85.5 4.23 349.35 6 349.42
2021 1 25 13 21.73 17.56 19.65 14.71 77.12 0.46 85.48 5.04 342.41 7.24 342.41
2021 1 25 14 21.42 17.3 19.36 14.47 77.25 0.5 85.49 5.33 345.05 7.69 345.05
2021 1 25 15 20.96 17.18 19.07 14.34 78.94 0.53 85.5 5.02 352.49 7.27 352.46
2021 1 25 16 20.27 17.22 18.74 14.4 82.56 0.61 85.52 4.33 0 6.3 359.93
2021 1 25 17 19.27 17.33 18.3 14.53 88.44 0.56 85.57 3.34 7.66 4.95 7.71
2021 1 25 18 18.3 17.2 17.76 14.34 93.19 0.42 85.63 2.77 17.21 4.2 17.22
2021 1 25 19 17.86 17.06 17.46 14.22 94.88 0.32 85.69 2.96 25.82 4.46 25.85
2021 1 25 20 17.62 16.97 17.3 14.1 95.75 0.19 85.75 3.33 32.65 4.99 32.6
2021 1 25 21 17.49 16.89 17.19 14.04 96.06 0.17 85.82 3.54 35.83 5.27 35.83
2021 1 25 22 17.33 16.77 17.05 13.92 96.38 0.21 85.82 3.56 35.71 5.31 35.72
2021 1 25 23 17.14 16.62 16.88 13.79 96.69 0.19 85.78 3.57 37.62 5.33 37.61
2021 1 26 0 17.01 16.55 16.78 13.79 97 0.16 85.74 3.48 40.17 5.19 40.24
2021 1 26 1 16.92 16.47 16.69 13.67 97.06 0.13 85.7 3.32 41.76 4.97 41.75
2021 1 26 2 16.84 16.4 16.62 13.61 97 0.1 85.68 3.25 44.42 4.88 44.42
2021 1 26 3 16.82 16.36 16.58 13.61 97 0.08 85.69 3.28 46.45 4.92 46.48
2021 1 26 4 16.83 16.37 16.6 13.61 97 0.08 85.71 3.23 47.45 4.86 47.54
2021 1 26 5 16.87 16.42 16.65 13.67 97.06 0.12 85.76 3.11 48.15 4.68 48.25
2021 1 26 6 17.41 16.83 17.12 13.98 96.25 0.19 85.83 3.27 47.51 4.81 47.5
2021 1 26 7 18.41 17.37 17.89 14.47 93.5 0.21 85.86 4 39.06 5.78 39.13
2021 1 26 8 19.71 17.44 18.57 14.53 86.62 0.24 85.87 4.52 29.54 6.44 29.49
2021 1 26 9 21.32 17.34 19.33 14.47 77.94 0.3 85.85 4.54 25.51 6.36 25.53
2021 1 26 10 22.45 17.16 19.81 14.28 71.88 0.4 85.81 4.34 22.87 6.04 22.92
2021 1 26 11 23 17.01 20.01 14.16 68.88 0.45 85.75 4.04 20.26 5.6 20.23
2021 1 26 12 23.46 16.95 20.21 14.1 66.75 0.48 85.69 3.77 16.6 5.2 16.58
2021 1 26 13 23.76 16.95 20.36 14.16 65.5 0.49 85.63 3.52 12.68 4.84 12.69
2021 1 26 14 23.16 17.08 20.12 14.22 68.5 0.45 85.59 3.17 10.09 4.4 10.03
2021 1 26 15 22.25 17.31 19.78 14.47 73.44 0.41 85.58 2.85 9 4.03 8.91
2021 1 26 16 21.27 17.67 19.47 14.83 79.81 0.3 85.6 2.49 8.84 3.61 8.83
2021 1 26 17 20.2 18.14 19.17 15.26 87.75 0.25 85.65 1.91 8.69 2.9 8.68
2021 1 26 18 19.2 18.15 18.68 15.26 93.5 0.21 85.69 1.65 7.06 2.64 6.81
2021 1 26 19 18.8 18.01 18.4 15.08 94.94 0.18 85.73 1.98 6.79 3.08 6.55
2021 1 26 20 18.51 17.85 18.19 14.95 95.69 0.13 85.77 2.19 8.82 3.35 8.85
2021 1 26 21 18.26 17.69 17.98 14.77 96.38 0.08 85.81 2.29 12 3.49 12.01
2021 1 26 22 17.98 17.49 17.74 14.59 96.88 0.05 85.79 2.32 15.44 3.53 15.51
2021 1 26 23 17.65 17.23 17.44 14.34 97.25 0.03 85.74 2.16 19.03 3.32 19.07
2021 1 27 0 17.33 16.98 17.15 14.16 97.56 0.02 85.68 2.1 22.55 3.26 22.51
2021 1 27 1 17.14 16.8 16.97 13.98 97.69 0.02 85.64 2.09 25.22 3.25 25.33
2021 1 27 2 16.85 16.61 16.73 13.85 98.38 0.02 85.64 1.64 29.13 2.64 29.37
2021 1 27 3 16.6 16.44 16.52 13.67 98.81 0.02 85.65 1.34 31.93 2.3 32.23
2021 1 27 4 16.35 16.27 16.31 13.55 99.38 0.03 85.68 1.16 32.09 2.11 32.28
2021 1 27 5 16.37 16.25 16.31 13.49 99.06 0.05 85.72 1.2 28.91 2.14 29.1
2021 1 27 6 17.76 17 17.38 14.16 95.12 0.07 85.77 2.35 26.22 3.37 26.27
2021 1 27 7 19.12 17.27 18.19 14.4 88.88 0.1 85.81 2.72 19.84 3.7 19.85
2021 1 27 8 20.94 17.08 19.01 14.22 78.56 0.13 85.81 2.74 10.03 3.63 10.05
2021 1 27 9 22.58 16.96 19.77 14.1 70.44 0.17 85.78 2.77 0.97 3.61 0.99
2021 1 27 10 23.86 17.23 20.55 14.4 66.38 0.21 85.72 2.73 355.24 3.53 355.17
2021 1 27 11 24.71 17.51 21.11 14.65 64.12 0.22 85.64 2.62 351.07 3.37 351.06
2021 1 27 12 25.23 17.59 21.41 14.71 62.5 0.22 85.56 2.52 347.99 3.23 348.01
2021 1 27 13 25.43 17.5 21.47 14.65 61.44 0.2 85.48 2.39 346.6 3.1 346.59
2021 1 27 14 25.33 17.44 21.39 14.59 61.56 0.19 85.42 2.4 346.24 3.14 346.17
2021 1 27 15 24.42 17.51 20.97 14.71 65.25 0.17 85.4 2.4 347.59 3.25 347.64
2021 1 27 16 23.32 17.83 20.58 15.01 71.19 0.18 85.42 2.35 350.44 3.33 350.56
2021 1 27 17 21.97 18.46 20.22 15.56 80.38 0.19 85.47 1.88 354.29 2.86 354.04
2021 1 27 18 20.35 18.74 19.55 15.87 90.31 0.18 85.53 1.36 358.35 2.3 357.86
2021 1 27 19 19.64 18.49 19.07 15.62 92.94 0.15 85.6 1.66 0.27 2.7 359.83
2021 1 27 20 19.15 18.26 18.71 15.38 94.38 0.13 85.64 1.96 359.09 3.09 358.84
2021 1 27 21 18.74 18.08 18.41 15.2 95.75 0.11 85.68 2.03 356.24 3.16 356.04
2021 1 27 22 18.42 17.88 18.15 15.01 96.56 0.12 85.67 2.07 351.75 3.2 351.57
2021 1 27 23 18.14 17.68 17.91 14.83 97 0.12 85.63 2.07 348.27 3.2 348.17
2021 1 28 0 17.83 17.46 17.64 14.59 97.56 0.13 85.58 1.88 347.52 2.94 347.55
2021 1 28 1 17.57 17.25 17.41 14.4 97.81 0.14 85.56 1.41 350.12 2.3 350.22
2021 1 28 2 17.58 17.19 17.39 14.34 97.38 0.11 85.58 1.27 352.22 2.07 352.42
2021 1 28 3 17.41 17.06 17.23 14.22 97.62 0.06 85.6 1.09 357.95 1.85 358.55
2021 1 28 4 17.09 16.84 16.97 14.04 98.25 0.02 85.63 0.88 9.71 1.64 10.18
2021 1 28 5 16.95 16.73 16.84 13.92 98.44 0.01 85.68 0.78 17.53 1.52 17.6
2021 1 28 6 18.19 17.37 17.78 14.47 94.75 0.01 85.75 1.62 20.62 2.25 20.51
2021 1 28 7 19.93 17.77 18.85 14.83 87.19 0.01 85.8 1.74 3.87 2.28 3.93
2021 1 28 8 21.86 17.38 19.62 14.53 75.62 0.04 85.8 1.72 339.84 2.2 339.9
2021 1 28 9 23.53 17.15 20.34 14.28 67.31 0.05 85.76 1.68 322.76 2.12 322.79
2021 1 28 10 24.75 17.31 21.03 14.47 63.19 0.06 85.7 1.6 315.4 2 315.32
2021 1 28 11 25.58 17.49 21.54 14.65 60.88 0.09 85.64 1.53 313.14 1.91 313.01
2021 1 28 12 26.04 17.63 21.83 14.77 59.75 0.18 85.58 1.54 314.18 1.91 314.01
2021 1 28 13 26.02 17.65 21.83 14.77 59.88 0.27 85.54 1.5 312.47 1.89 312.32
2021 1 28 14 25.67 17.58 21.62 14.71 60.88 0.3 85.53 1.3 304.74 1.64 304.75
2021 1 28 15 25.12 17.58 21.35 14.71 62.94 0.45 85.55 1.07 290.16 1.35 289.9
2021 1 28 16 24.19 18.37 21.29 15.5 69.94 0.77 85.59 0.8 276.71 1.12 275.99
2021 1 28 17 23.28 18.32 20.8 15.44 73.62 1.38 85.64 0.75 262.8 1.1 261.81
2021 1 28 18 21.8 19.3 20.55 16.42 85.56 2.39 85.7 0.47 252.47 0.89 252.2
2021 1 28 19 20.98 19.26 20.12 16.36 89.81 3.67 85.75 0.41 242.95 0.86 242.51
2021 1 28 20 20.4 19.01 19.7 16.05 91.62 4.74 85.78 0.4 235.38 0.82 234.65
2021 1 28 21 20.01 18.71 19.37 15.75 92.06 4.55 85.79 0.4 239.42 0.78 238.54
2021 1 28 22 19.57 18.33 18.95 15.44 92.5 3.43 85.76 0.48 260.69 0.91 260.62
2021 1 28 23 19.15 18.22 18.69 15.32 94.19 2.42 85.69 0.54 270 1.06 269.16
2021 1 29 0 19.14 18.15 18.64 15.26 93.94 1.54 85.61 0.42 232.5 0.75 233.49
2021 1 29 1 18.86 18.26 18.56 15.38 96.19 0.92 85.54 0.57 178.43 1.05 174.88
2021 1 29 2 18.54 18.05 18.3 15.2 96.81 0.79 85.53 0.58 172.3 1.13 168.85
2021 1 29 3 18.08 17.66 17.87 14.77 97.25 0.7 85.59 0.76 166.96 1.42 165.35
2021 1 29 4 17.68 17.3 17.49 14.47 97.44 0.23 85.67 0.87 174.85 1.62 172.22
2021 1 29 5 17.47 17.1 17.28 14.28 97.56 0.08 85.74 0.75 191.43 1.46 183.69
2021 1 29 6 18.25 17.71 17.98 14.83 96.56 0.06 85.81 0.44 205.2 0.74 196.53
2021 1 29 7 18.95 17.98 18.47 15.08 94 0.11 85.86 0.3 342.03 0.41 337.8
2021 1 29 8 19.72 18.48 19.1 15.56 92.44 0.14 85.86 1.29 334.52 1.78 334.22
2021 1 29 9 20.51 18.9 19.71 15.99 90.38 0.16 85.84 2.01 319.25 2.77 319
2021 1 29 10 21.37 19.1 20.23 16.17 86.75 0.17 85.81 2.46 291.43 3.41 291.09
2021 1 29 11 22.02 18.7 20.36 15.75 81.38 0.34 85.77 3.17 265.47 4.42 265.34
2021 1 29 12 22.48 18.06 20.27 15.14 75.94 0.29 85.73 3.75 254.4 5.26 254.39
2021 1 29 13 23.12 17.69 20.41 14.83 71.44 0.23 85.7 3.97 250.71 5.52 250.67
2021 1 29 14 23.33 17.37 20.35 14.53 69.06 0.26 85.7 4.01 246.83 5.58 246.84
2021 1 29 15 22.94 17.12 20.02 14.28 69.56 0.21 85.7 3.83 244.01 5.39 244.03
2021 1 29 16 22.08 16.95 19.51 14.1 72.56 0.15 85.7 3.45 244.25 4.94 244.33
2021 1 29 17 20.67 17.24 18.95 14.4 80.62 0.13 85.69 2.66 244.19 3.98 244.29
2021 1 29 18 18.44 17.09 17.77 14.28 91.69 0.1 85.71 1.53 240.95 2.68 240.67
2021 1 29 19 17.51 16.71 17.11 13.85 94.94 0.06 85.84 0.95 216.68 2.07 216.39
2021 1 29 20 17.23 16.48 16.86 13.67 95.12 0.05 85.89 0.84 221.59 1.82 221
2021 1 29 21 17.06 16.36 16.71 13.55 95.5 0.04 85.87 0.98 233.77 1.99 232.82
2021 1 29 22 16.84 16.2 16.52 13.43 95.88 0.04 85.89 1.18 218.01 2.21 217.11
2021 1 29 23 16.67 16.02 16.35 13.31 95.81 0.05 85.87 1.53 214.18 2.61 213.88
2021 1 30 0 16.56 15.98 16.27 13.24 96.25 0.08 85.78 1.62 224.8 2.7 224.06
2021 1 30 1 16.48 16.08 16.29 13.37 97.38 0.08 85.69 1.7 229.86 2.79 228.86
2021 1 30 2 16.64 16.34 16.49 13.61 98 0.05 85.64 1.66 223.47 2.7 222.77
2021 1 30 3 16.76 16.55 16.65 13.79 98.5 0.04 85.63 1.37 210.07 2.32 209.94
2021 1 30 4 16.69 16.59 16.64 13.79 99.25 0.02 85.68 1.01 195.22 1.94 195.66
2021 1 30 5 16.74 16.63 16.69 13.85 99.19 0.02 85.74 0.74 176.99 1.67 177.58
2021 1 30 6 18.38 17.59 17.99 14.71 95 0.02 85.79 1.16 142.67 1.63 143.57
2021 1 30 7 20.02 18.23 19.12 15.32 89.25 0.06 85.83 1.22 69.02 1.58 68.88
2021 1 30 8 22.1 18.44 20.27 15.5 79.69 0.15 85.84 1.56 10.69 2.03 10.66
2021 1 30 9 23.89 18.28 21.08 15.32 70.75 0.27 85.81 1.97 334.96 2.54 335.32
2021 1 30 10 24.92 18.21 21.57 15.26 66.19 0.4 85.76 2.24 318.81 2.9 318.83
2021 1 30 11 25.42 18.14 21.78 15.2 63.94 0.52 85.71 2.32 309.53 3 309.61
2021 1 30 12 25.61 18.06 21.83 15.14 62.94 0.57 85.64 2.26 301.88 2.93 301.83
2021 1 30 13 25.57 17.98 21.77 15.08 62.75 0.73 85.57 2.11 295.24 2.75 295.25
2021 1 30 14 25.37 17.94 21.66 15.08 63.38 1.07 85.52 1.91 289.32 2.51 289.28
2021 1 30 15 24.66 18.16 21.41 15.32 67.06 1.75 85.49 1.73 287.29 2.34 287.1
2021 1 30 16 23.82 18.82 21.32 15.93 73.5 2.7 85.49 1.49 288.91 2.14 288.5
2021 1 30 17 22.48 19.28 20.87 16.42 82.06 3.45 85.52 1.14 285.95 1.91 285.69
2021 1 30 18 21.04 19.73 20.38 16.85 92.12 4.26 85.55 0.66 285.02 1.39 283.02
2021 1 30 19 20.35 19.44 19.9 16.54 94.38 7.28 85.57 0.65 286.04 1.26 283.61
2021 1 30 20 19.69 19.06 19.37 16.17 96.06 7.07 85.58 0.44 296.11 0.92 301.8
2021 1 30 21 19.21 18.79 19 15.87 97.25 6.17 85.58 0.37 9.66 0.79 10.86
2021 1 30 22 18.95 18.48 18.71 15.56 96.88 5.53 85.56 1.31 48.88 2.07 47.45
2021 1 30 23 18.52 18.05 18.29 15.2 96.88 4.14 85.53 2.39 60.26 3.75 60.12
2021 1 31 0 18.05 17.44 17.74 14.59 96.12 2.7 85.53 3.07 63.43 4.63 63.35
2021 1 31 1 17.48 16.77 17.12 13.98 95.56 1.34 85.53 3.01 58.91 4.51 58.9
2021 1 31 2 17.11 16.42 16.76 13.67 95.62 0.68 85.53 2.85 57.66 4.26 57.74
2021 1 31 3 17.02 16.41 16.72 13.67 96.06 0.23 85.51 2.72 48.49 4.08 48.57
2021 1 31 4 17 16.51 16.76 13.73 96.81 0.38 85.5 2.58 39.96 3.91 40.05
2021 1 31 5 17.21 16.71 16.96 13.92 96.75 0.7 85.55 2.76 55.95 4.16 55.95
2021 1 31 6 17.82 17.16 17.49 14.34 95.81 0.44 85.62 3.37 64.15 4.94 64.12
2021 1 31 7 18.81 17.78 18.3 14.89 93.62 0.17 85.65 4.01 54.51 5.8 54.49
2021 1 31 8 19.72 18.26 18.99 15.38 91.19 0.06 85.65 3.94 40.98 5.65 40.96
2021 1 31 9 20.87 18.57 19.72 15.69 86.56 0.03 85.63 3.78 20.94 5.37 20.97
2021 1 31 10 22.3 18.65 20.48 15.75 79.69 0.05 85.57 3.82 5.16 5.37 5.18
2021 1 31 11 23.44 18.73 21.08 15.87 74.69 0.09 85.51 3.68 355.38 5.12 355.27
2021 1 31 12 23.98 18.78 21.38 15.93 72.56 0.12 85.44 3.41 347.14 4.73 347.02
2021 1 31 13 24.32 18.83 21.58 15.99 71.31 0.13 85.38 3.13 337.67 4.33 337.51
2021 1 31 14 24.34 18.87 21.61 16.05 71.44 0.14 85.34 2.87 328.47 4 328.33
2021 1 31 15 23.91 19.05 21.48 16.24 74.12 0.12 85.33 2.61 321.55 3.7 321.51
2021 1 31 16 23.19 19.4 21.3 16.54 79.12 0.12 85.37 2.16 317.2 3.15 317.21
2021 1 31 17 22.09 19.98 21.03 17.15 87.69 0.12 85.4 1.32 314.28 2.12 314.4
2021 1 31 18 20.26 19.32 19.8 16.48 94.19 0.15 85.44 0.83 310.78 1.9 311.01
2021 1 31 19 19.55 18.81 19.19 15.93 95.31 0.18 85.51 0.8 316.59 1.93 316.48
2021 1 31 20 19.14 18.58 18.86 15.69 96.44 0.24 85.56 0.82 324.33 1.96 324.6
2021 1 31 21 18.65 18.33 18.49 15.44 97.88 0.33 85.57 0.94 322.46 2.08 323.09
2021 1 31 22 18.17 18.09 18.13 15.26 99.31 0.52 85.44 1.21 305.24 2.35 305.8
2021 1 31 23 18.12 17.96 18.04 15.14 98.88 0.84 85.44 0.85 314.26 1.6 313.42
2021 2 1 0 18.32 18.12 18.22 15.26 98.62 0.96 85.51 0.71 315.9 1.52 315.21
2021 2 1 1 18.37 18.14 18.26 15.26 98.5 0.81 85.48 0.95 301.86 1.88 300.72
2021 2 1 2 18.54 18.25 18.39 15.38 98.06 0.59 85.48 1.4 292.28 2.42 292.01
2021 2 1 3 18.7 18.31 18.51 15.44 97.44 0.45 85.49 2.36 278.75 3.67 278.68
2021 2 1 4 18.44 18.05 18.25 15.2 97.44 0.34 85.51 2.69 267.34 4.11 267.39
2021 2 1 5 17.98 17.62 17.8 14.77 97.75 0.24 85.55 2.2 255.42 3.41 255.39
2021 2 1 6 18.25 17.65 17.95 14.77 96.12 0.16 85.63 2.33 244.55 3.42 244.55
2021 2 1 7 19.17 17.95 18.56 15.08 92.62 0.2 85.71 2.58 240.26 3.65 240.19
2021 2 1 8 20.64 18.35 19.49 15.44 86.62 0.43 85.73 2.93 238.64 4.06 238.7
2021 2 1 9 22.47 18.42 20.44 15.5 77.75 0.75 85.71 3.2 237.55 4.37 237.47
2021 2 1 10 24.08 18.32 21.19 15.44 70.12 0.87 85.69 3.34 240.55 4.49 240.49
2021 2 1 11 24.63 17.95 21.29 15.08 66.31 0.91 85.68 3.34 246.73 4.5 246.68
2021 2 1 12 24.92 17.58 21.25 14.71 63.62 0.82 85.64 3.3 251.78 4.43 251.72
2021 2 1 13 25.01 17.37 21.19 14.53 62.5 0.52 85.6 3.22 254.11 4.35 254.14
2021 2 1 14 24.75 17.19 20.98 14.34 62.81 0.27 85.57 3.04 252.17 4.12 252.11
2021 2 1 15 24.33 17.08 20.71 14.28 63.88 0.19 85.57 2.67 248.54 3.64 248.61
2021 2 1 16 23.69 17.12 20.4 14.28 66.5 0.14 85.6 2.13 241.27 2.98 241.15
2021 2 1 17 22.48 17.73 20.1 14.89 74.5 0.13 85.65 1.36 231.55 2.18 231.24
2021 2 1 18 20.13 17.96 19.05 15.08 87.19 0.11 85.7 0.82 226.55 1.92 226.49
2021 2 1 19 19.19 17.23 18.21 14.34 88.25 0.1 85.75 0.89 224.64 2.12 224.7
2021 2 1 20 18.55 16.8 17.68 13.98 89.5 0.09 85.79 0.93 224.32 2.19 224.42
2021 2 1 21 17.9 16.39 17.15 13.61 90.75 0.06 85.83 0.93 222.63 2.2 222.55
2021 2 1 22 17.37 16.04 16.7 13.31 91.75 0.05 85.84 0.93 218.88 2.15 218.95
2021 2 1 23 16.87 15.66 16.26 13 92.5 0.05 85.82 0.93 215.43 2.14 215.32
2021 2 2 0 16.63 15.49 16.06 12.82 92.81 0.05 85.8 0.94 213.82 2.06 214.05
2021 2 2 1 16.48 15.4 15.94 12.76 93.19 0.06 85.77 0.93 212.36 2.02 212.33
2021 2 2 2 16.37 15.33 15.84 12.7 93.38 0.06 85.75 0.93 212.62 1.98 212.44
2021 2 2 3 16.27 15.25 15.76 12.63 93.56 0.06 85.74 0.89 219.29 1.93 219.24
2021 2 2 4 16.02 15.09 15.56 12.51 94.06 0.05 85.75 0.86 235.01 1.98 234.8
2021 2 2 5 16.17 15.26 15.72 12.63 94.25 0.05 85.79 0.9 253.44 1.92 252.23
2021 2 2 6 17.24 15.82 16.53 13.12 91.19 0.04 85.84 1.56 265.98 2.39 265.69
2021 2 2 7 17.9 16.24 17.08 13.43 89.81 0.04 85.93 1.66 269.46 2.29 269.41
2021 2 2 8 18.99 16.82 17.9 13.98 87.06 0.06 86.01 1.76 287.31 2.43 287.39
2021 2 2 9 19.78 17.23 18.51 14.34 85.19 0.08 85.98 1.76 315.9 2.43 315.91
2021 2 2 10 20.81 17.62 19.21 14.71 81.88 0.14 85.94 1.98 349.53 2.7 349.83
2021 2 2 11 21.82 17.9 19.87 14.95 78.31 0.19 85.9 2.62 6.15 3.58 6.15
2021 2 2 12 22.77 18.1 20.44 15.2 74.88 0.24 85.84 3.08 13.97 4.21 14.06
2021 2 2 13 23.47 18.18 20.83 15.26 72.12 0.3 85.8 3.15 18.48 4.33 18.53
2021 2 2 14 23.4 18.17 20.79 15.26 72.31 0.37 85.77 2.98 25.15 4.15 25.17
2021 2 2 15 22.73 18.38 20.55 15.44 76.38 0.48 85.77 2.74 31.69 3.9 31.75
2021 2 2 16 21.88 18.78 20.33 15.87 82.38 0.69 85.78 2.37 37.51 3.46 37.39
2021 2 2 17 20.73 19.2 19.96 16.3 90.88 0.91 85.82 1.56 42.56 2.45 42.54
2021 2 2 18 19.15 18.63 18.89 15.69 96.62 1.24 85.87 1.05 49.54 2.04 49.49
2021 2 2 19 18.56 18.32 18.44 15.38 98.38 1.67 85.92 1.15 55.55 2.2 55.58
2021 2 2 20 18.21 18.11 18.15 15.14 99.25 1.95 85.97 1.28 60 2.34 59.92
2021 2 2 21 18.05 17.97 18.01 15.01 99.31 2.04 86.01 1.42 62.45 2.47 62.54
2021 2 2 22 17.94 17.81 17.87 14.89 99.06 1.54 86 1.52 62.78 2.57 62.89
