-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 03/31/2021 
Location: Latitude  -17.3556   Longitude 30.1809 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1140.31 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
WD2M            MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
 YEAR  MO  DY  HR   T2M  T2MDEW  T2MWET  QV2M   RH2M  PRECTOTCORR    PS  WS2M   WD2M  WS10M  WD10M
 2021   3  10   5 15.21   15.50   15.36 12.45 100.00         0.00 88.59  1.53  67.76   3.21  67.81
 2021   3  10   6 16.61   15.77   16.19 12.63  94.69         0.00 88.66  2.44  61.87   4.22  61.96
 2021   3  10   7 19.46   16.80   18.12 13.49  84.44         0.00 88.73  2.83  51.17   4.56  51.32
 2021   3  10   8 22.32   17.59   19.96 14.22  74.50         0.00 88.77  2.82  40.39   4.42  40.56
 2021   3  10   9 24.44   17.90   21.17 14.47  66.81         0.00 88.76  2.15  39.54   3.22  39.79
 2021   3  10  10 26.08   17.61   21.85 14.22  59.50         0.00 88.72  1.44  48.29   2.08  48.65
 2021   3  10  11 27.32   17.15   22.23 13.85  53.81         0.00 88.66  0.89  67.73   1.24  68.60
 2021   3  10  12 28.15   16.69   22.42 13.43  49.75         0.00 88.58  0.56 106.16   0.79 106.65
 2021   3  10  13 28.53   16.31   22.42 13.12  47.56         0.00 88.49  0.62 148.91   0.87 148.59
 2021   3  10  14 28.40   16.08   22.25 12.94  47.19         0.00 88.43  0.87 168.59   1.24 168.41
 2021   3  10  15 27.80   15.99   21.90 12.88  48.56         0.00 88.40  1.08 172.51   1.58 172.35
 2021   3  10  16 27.01   16.76   21.88 13.55  53.44         0.00 88.40  0.98 171.74   1.59 170.95
 2021   3  10  17 25.47   17.30   21.38 14.10  61.00         0.00 88.42  0.84 166.48   1.52 166.04
 2021   3  10  18 23.30   16.47   19.88 13.31  65.50         0.00 88.46  0.79 165.69   1.39 165.96
 2021   3  10  19 22.63   15.63   19.13 12.57  64.62         0.00 88.49  0.71 155.40   1.20 156.61
 2021   3  10  20 21.83   15.28   18.55 12.27  66.31         0.00 88.53  0.65 139.84   1.09 140.51
 2021   3  10  21 21.05   15.01   18.02 12.08  68.31         0.00 88.56  0.61 125.11   1.03 125.13
 2021   3  10  22 20.27   14.74   17.51 11.84  70.44         0.00 88.55  0.57 107.68   0.94 107.98
 2021   3  10  23 19.45   14.57   17.01 11.72  73.31         0.00 88.53  0.58  81.43   0.95  81.00
 2021   3  11   0 18.37   14.58   16.48 11.72  78.38         0.00 88.51  0.68  57.23   1.24  56.31
 2021   3  11   1 17.18   14.68   15.93 11.84  85.12         0.00 88.49  0.73  49.33   1.65  47.31
 2021   3  11   2 16.30   14.96   15.63 12.02  91.69         0.00 88.47  0.78  49.90   2.01  47.68
 2021   3  11   3 15.84   15.50   15.67 12.45  97.69         0.00 88.49  0.98  47.26   2.38  46.86
 2021   3  11   4 15.76   15.90   15.83 12.82 100.00         0.00 88.54  1.16  45.00   2.80  44.89
 2021   3  11   5 15.78   16.08   15.93 12.94 100.00         0.00 88.60  1.20  45.79   2.77  45.91
 2021   3  11   6 17.33   16.55   16.94 13.31  95.06         0.00 88.66  1.86  47.55   3.33  47.75
 2021   3  11   7 20.32   17.76   19.04 14.34  85.19         0.00 88.70  2.22  41.87   3.52  42.12
 2021   3  11   8 23.08   18.54   20.81 15.08  75.44         0.00 88.73  2.00  30.96   3.05  31.29
 2021   3  11   9 25.12   18.74   21.93 15.26  67.62         0.00 88.71  1.43  31.61   2.09  32.14
 2021   3  11  10 26.76   18.41   22.58 14.95  60.19         0.00 88.68  0.82  45.77   1.16  46.92
 2021   3  11  11 28.01   17.95   22.98 14.53  54.25         0.00 88.62  0.48  95.62   0.68  96.63
 2021   3  11  12 28.78   17.55   23.16 14.22  50.62         0.00 88.54  0.67 144.07   0.94 143.80
 2021   3  11  13 29.06   17.21   23.13 13.92  48.81         0.00 88.47  0.95 159.33   1.36 159.06
 2021   3  11  14 28.91   16.94   22.93 13.67  48.38         0.00 88.42  1.15 163.89   1.68 163.51
 2021   3  11  15 28.31   16.81   22.56 13.55  49.69         0.00 88.41  1.21 163.90   1.82 163.51
 2021   3  11  16 27.94   17.04   22.49 13.79  51.62         0.00 88.42  0.91 158.93   1.58 157.99
 2021   3  11  17 25.72   18.49   22.10 15.20  64.81         0.00 88.45  0.79 149.91   1.58 148.74
 2021   3  11  18 23.83   17.69   20.76 14.34  68.44         0.00 88.48  0.74 139.27   1.46 138.26
 2021   3  11  19 23.09   16.87   19.98 13.61  67.94         0.00 88.53  0.71 114.86   1.41 112.74
 2021   3  11  20 21.80   16.73   19.26 13.49  72.88         0.00 88.58  0.74  89.40   1.68  87.60
 2021   3  11  21 20.35   16.64   18.50 13.43  79.25         0.00 88.62  0.78  72.47   1.99  71.42
 2021   3  11  22 19.09   16.52   17.81 13.31  84.94         0.00 88.62  0.84  61.52   2.20  60.43
 2021   3  11  23 18.21   16.56   17.38 13.31  90.00         0.00 88.62  0.95  51.71   2.35  51.61
 2021   3  12   0 17.72   16.74   17.23 13.49  93.88         0.00 88.60  1.09  44.42   2.57  44.38
 2021   3  12   1 17.28   17.02   17.15 13.73  98.19         0.00 88.59  1.14  43.33   2.70  43.36
 2021   3  12   2 16.91   17.06   16.98 13.73 100.00         0.01 88.57  1.15  48.85   2.65  48.70
 2021   3  12   3 16.78   16.92   16.85 13.61 100.00         0.01 88.57  1.21  54.98   2.65  55.19
 2021   3  12   4 16.51   16.61   16.56 13.37 100.00         0.02 88.61  1.26  59.95   2.68  60.30
 2021   3  12   5 16.12   16.27   16.19 13.06 100.00         0.02 88.65  1.25  64.40   2.64  64.73
 2021   3  12   6 17.13   16.38   16.76 13.18  95.25         0.01 88.69  1.95  68.37   3.37  68.49
 2021   3  12   7 19.80   17.40   18.60 14.04  85.94         0.01 88.73  1.93  67.17   3.01  67.23
 2021   3  12   8 23.08   17.78   20.43 14.40  72.06         0.01 88.74  1.41  65.42   2.09  65.93
 2021   3  12   9 25.19   17.13   21.16 13.79  60.94         0.00 88.73  1.04 108.02   1.49 108.91
 2021   3  12  10 26.58   16.21   21.40 13.06  53.00         0.00 88.71  1.42 124.91   2.08 125.36
 2021   3  12  11 27.55   15.70   21.62 12.63  48.50         0.00 88.68  1.78 118.03   2.64 117.85
 2021   3  12  12 28.17   15.47   21.82 12.45  46.06         0.00 88.63  2.03 109.13   3.04 109.04
 2021   3  12  13 28.44   15.33   21.88 12.33  44.88         0.00 88.57  2.11 107.02   3.20 106.89
 2021   3  12  14 28.30   15.30   21.80 12.33  45.19         0.00 88.54  2.09 108.77   3.21 108.61
 2021   3  12  15 27.83   15.48   21.65 12.45  46.94         0.00 88.53  1.98 110.79   3.14 110.69
 2021   3  12  16 26.89   16.26   21.57 13.06  52.12         0.00 88.55  1.63 111.65   2.75 111.32
 2021   3  12  17 24.17   17.88   21.02 14.53  68.12         0.00 88.58  1.18 110.96   2.43 110.94
 2021   3  12  18 20.59   17.16   18.87 13.85  80.56         0.02 88.63  0.96 109.90   2.62 109.90
 2021   3  12  19 19.62   16.80   18.21 13.49  83.62         0.09 88.70  1.20 107.49   2.86 107.30
 2021   3  12  20 19.28   16.81   18.05 13.49  85.50         0.22 88.79  1.64 104.63   3.39 104.42
 2021   3  12  21 19.01   17.01   18.01 13.67  88.12         0.33 88.84  2.11 103.06   4.01 102.82
 2021   3  12  22 18.58   17.25   17.91 13.92  91.88         0.22 88.85  2.16 102.53   4.02 102.58
 2021   3  12  23 17.99   17.23   17.61 13.85  95.12         0.07 88.81  1.97 104.26   3.67 104.42
 2021   3  13   0 17.48   16.99   17.23 13.67  96.81         0.02 88.76  1.84 109.13   3.44 109.22
 2021   3  13   1 17.08   16.68   16.88 13.43  97.38         0.01 88.70  1.88 115.07   3.46 115.12
 2021   3  13   2 16.68   16.33   16.51 13.12  97.69         0.01 88.68  1.90 118.46   3.46 118.70
 2021   3  13   3 16.30   15.98   16.14 12.82  97.88         0.01 88.68  1.91 119.60   3.47 119.57
 2021   3  13   4 15.98   15.67   15.83 12.57  97.88         0.01 88.72  1.86 118.82   3.39 118.93
 2021   3  13   5 15.68   15.40   15.54 12.33  98.06         0.01 88.79  1.74 117.03   3.20 117.13
 2021   3  13   6 16.25   15.64   15.94 12.51  96.00         0.01 88.86  2.29 115.43   3.91 115.34
 2021   3  13   7 18.40   16.55   17.48 13.24  88.81         0.00 88.92  3.17 114.03   5.17 114.09
 2021   3  13   8 21.09   16.60   18.84 13.31  75.38         0.00 88.96  3.53 111.45   5.65 111.42
 2021   3  13   9 23.36   15.88   19.62 12.70  62.81         0.00 88.97  3.28 106.88   5.15 106.92
 2021   3  13  10 25.12   15.31   20.21 12.27  54.50         0.00 88.94  2.78 102.35   4.27 102.26
 2021   3  13  11 26.44   15.06   20.75 12.08  49.56         0.00 88.88  2.27  99.53   3.41  99.35
 2021   3  13  12 27.29   14.99   21.14 12.02  46.94         0.00 88.80  1.85 101.21   2.74 101.02
 2021   3  13  13 27.69   14.98   21.33 12.02  45.81         0.00 88.72  1.63 108.43   2.40 108.02
 2021   3  13  14 27.62   14.98   21.30 12.02  46.00         0.00 88.66  1.59 116.57   2.37 115.97
 2021   3  13  15 27.05   15.16   21.11 12.21  48.12         0.00 88.63  1.61 121.06   2.46 120.56
 2021   3  13  16 26.19   15.87   21.03 12.76  53.00         0.01 88.65  1.36 120.68   2.27 120.36
 2021   3  13  17 23.85   17.49   20.67 14.22  67.81         0.01 88.69  1.04 118.30   2.16 117.86
 2021   3  13  18 20.34   16.86   18.60 13.55  80.38         0.00 88.74  0.88 113.13   2.41 112.66
 2021   3  13  19 19.59   16.37   17.98 13.12  81.56         0.00 88.79  1.13 106.05   2.70 105.97
 2021   3  13  20 18.78   15.65   17.21 12.51  81.94         0.00 88.85  1.53 101.20   3.27 100.75
 2021   3  13  21 17.82   15.18   16.50 12.15  84.44         0.00 88.88  1.79 101.31   3.63 101.29
 2021   3  13  22 16.87   14.80   15.83 11.84  87.50         0.00 88.87  1.72 107.12   3.45 107.37
 2021   3  13  23 16.04   14.44   15.24 11.60  90.19         0.00 88.84  1.59 114.05   3.22 114.39
 2021   3  14   0 15.41   14.10   14.76 11.35  91.75         0.00 88.82  1.64 115.96   3.26 116.32
 2021   3  14   1 14.92   13.83   14.37 11.11  92.94         0.01 88.81  1.73 112.62   3.37 112.94
 2021   3  14   2 14.58   13.63   14.11 10.99  93.94         0.01 88.81  1.86 107.60   3.55 107.68
 2021   3  14   3 14.35   13.57   13.96 10.93  94.88         0.01 88.82  2.08 102.99   3.88 103.03
 2021   3  14   4 14.15   13.55   13.85 10.93  96.06         0.01 88.86  2.12  99.53   3.91  99.65
 2021   3  14   5 14.02   13.51   13.77 10.86  96.62         0.01 88.90  2.02  97.57   3.71  97.62
 2021   3  14   6 14.82   13.73   14.27 11.05  93.00         0.00 88.92  2.49  96.12   4.24  96.03
 2021   3  14   7 17.44   14.33   15.88 11.47  81.88         0.00 88.96  3.06  92.19   4.95  92.08
 2021   3  14   8 20.49   14.24   17.37 11.41  67.25         0.00 88.98  3.29  85.78   5.24  85.64
 2021   3  14   9 22.94   13.83   18.38 11.11  56.38         0.00 88.97  3.04  79.04   4.77  79.04
 2021   3  14  10 24.79   14.36   19.58 11.54  52.25         0.00 88.93  2.65  72.47   4.08  72.50
 2021   3  14  11 26.15   15.34   20.74 12.27  51.31         0.00 88.86  2.27  67.58   3.44  67.69
 2021   3  14  12 27.01   16.13   21.57 12.94  51.31         0.01 88.76  1.96  66.20   2.93  66.24
 2021   3  14  13 27.22   16.63   21.92 13.37  52.31         0.02 88.67  1.78  69.41   2.66  69.54
 2021   3  14  14 26.75   16.90   21.83 13.61  54.75         0.02 88.60  1.72  74.70   2.60  74.67
 2021   3  14  15 25.85   17.23   21.55 13.92  58.94         0.02 88.56  1.66  78.06   2.59  77.98
 2021   3  14  16 24.93   17.81   21.37 14.40  64.56         0.01 88.58  1.55  77.22   2.52  77.30
 2021   3  14  17 23.15   18.86   21.00 15.44  76.81         0.01 88.62  1.13  73.57   2.09  73.47
 2021   3  14  18 20.97   18.99   19.98 15.56  88.38         0.02 88.67  0.85  66.25   2.02  66.31
 2021   3  14  19 20.34   18.58   19.46 15.14  89.50         0.02 88.71  1.08  60.46   2.32  60.76
 2021   3  14  20 19.80   18.34   19.07 14.89  91.19         0.05 88.75  1.25  57.01   2.58  57.22
 2021   3  14  21 19.24   18.20   18.72 14.77  93.56         0.06 88.77  1.32  55.65   2.68  55.94
 2021   3  14  22 18.78   18.06   18.42 14.65  95.50         0.10 88.76  1.35  58.52   2.71  58.92
 2021   3  14  23 18.38   17.90   18.14 14.47  96.88         0.08 88.72  1.31  64.20   2.65  64.65
 2021   3  15   0 18.06   17.70   17.88 14.34  97.56         0.06 88.68  1.26  72.24   2.54  72.62
 2021   3  15   1 17.73   17.45   17.59 14.10  98.12         0.03 88.65  1.17  80.41   2.41  80.87
 2021   3  15   2 17.47   17.24   17.36 13.92  98.44         0.03 88.63  1.15  85.33   2.39  85.69
 2021   3  15   3 17.23   17.02   17.12 13.73  98.56         0.03 88.63  1.16  86.52   2.43  86.68
 2021   3  15   4 17.00   16.79   16.89 13.49  98.56         0.03 88.65  1.23  84.90   2.53  85.03
 2021   3  15   5 16.73   16.51   16.62 13.24  98.44         0.02 88.70  1.33  80.87   2.66  80.70
 2021   3  15   6 17.26   16.65   16.96 13.37  96.06         0.02 88.75  2.02  76.56   3.48  76.65
 2021   3  15   7 18.98   17.15   18.06 13.79  89.00         0.01 88.79  2.63  77.29   4.25  77.27
 2021   3  15   8 21.54   17.21   19.37 13.85  76.25         0.05 88.80  2.94  76.18   4.67  76.24
 2021   3  15   9 23.84   17.31   20.58 13.92  66.69         0.08 88.78  2.85  71.96   4.42  71.98
 2021   3  15  10 25.36   17.59   21.48 14.22  62.06         0.07 88.72  2.53  68.10   3.85  68.07
 2021   3  15  11 26.39   17.79   22.08 14.40  59.12         0.07 88.65  2.21  67.15   3.30  67.02
 2021   3  15  12 27.05   17.97   22.51 14.59  57.50         0.08 88.56  1.91  69.20   2.82  69.26
 2021   3  15  13 27.21   17.98   22.59 14.59  57.00         0.09 88.48  1.70  73.40   2.49  73.39
 2021   3  15  14 27.09   17.94   22.51 14.59  57.25         0.10 88.41  1.54  79.20   2.27  79.27
 2021   3  15  15 26.51   17.89   22.20 14.53  59.12         0.11 88.38  1.51  84.35   2.25  84.43
 2021   3  15  16 25.57   18.33   21.95 14.95  64.25         0.11 88.40  1.36  85.37   2.15  85.62
 2021   3  15  17 23.82   19.68   21.75 16.30  77.62         0.09 88.44  0.89  80.95   1.77  80.62
 2021   3  15  18 21.42   19.23   20.33 15.81  87.25         0.09 88.49  0.71  68.78   1.90  68.81
 2021   3  15  19 20.57   18.76   19.66 15.32  89.19         0.10 88.55  0.88  57.02   2.16  57.69
 2021   3  15  20 19.91   18.39   19.15 14.95  90.81         0.09 88.61  1.11  49.83   2.43  50.22
 2021   3  15  21 19.33   18.13   18.73 14.71  92.62         0.09 88.66  1.32  46.44   2.71  46.52
 2021   3  15  22 18.74   17.92   18.33 14.53  94.88         0.08 88.67  1.35  45.70   2.74  45.92
 2021   3  15  23 18.23   17.63   17.93 14.28  96.19         0.08 88.66  1.32  46.68   2.69  47.12
 2021   3  16   0 17.76   17.28   17.52 13.98  96.94         0.07 88.63  1.25  50.06   2.57  50.42
 2021   3  16   1 17.29   16.91   17.10 13.61  97.50         0.06 88.60  1.20  54.03   2.50  54.42
 2021   3  16   2 16.80   16.52   16.66 13.31  98.06         0.07 88.57  1.18  58.84   2.49  59.01
 2021   3  16   3 16.48   16.22   16.35 13.06  98.31         0.06 88.56  1.25  63.27   2.58  63.59
 2021   3  16   4 16.30   16.05   16.17 12.88  98.19         0.06 88.59  1.43  66.80   2.80  66.86
 2021   3  16   5 16.11   15.85   15.98 12.70  98.19         0.06 88.63  1.53  68.69   2.90  68.69
 2021   3  16   6 16.67   16.12   16.40 12.94  96.44         0.05 88.69  2.06  68.60   3.48  68.84
 2021   3  16   7 18.80   17.23   18.01 13.85  90.50         0.05 88.75  2.42  63.93   3.85  64.01
 2021   3  16   8 21.58   17.75   19.67 14.34  78.75         0.11 88.78  2.25  62.72   3.44  62.97
 2021   3  16   9 23.80   17.93   20.87 14.53  69.50         0.15 88.76  1.73  75.59   2.54  75.75
 2021   3  16  10 25.22   17.98   21.60 14.59  64.12         0.14 88.71  1.37  95.87   1.98  95.89
 2021   3  16  11 26.20   18.04   22.12 14.65  60.75         0.12 88.65  1.17 114.00   1.66 114.40
 2021   3  16  12 26.87   17.94   22.40 14.59  58.06         0.09 88.56  1.07 128.79   1.51 129.12
 2021   3  16  13 27.22   17.78   22.50 14.40  56.25         0.07 88.47  1.10 138.16   1.57 138.44
 2021   3  16  14 27.13   17.49   22.31 14.16  55.56         0.05 88.40  1.27 141.72   1.85 141.87
 2021   3  16  15 26.71   17.24   21.98 13.92  56.00         0.03 88.37  1.40 139.99   2.07 140.19
 2021   3  16  16 25.99   17.58   21.79 14.28  59.75         0.03 88.38  1.27 132.51   2.01 132.63
 2021   3  16  17 24.20   19.03   21.62 15.62  72.88         0.01 88.41  0.82 118.52   1.64 117.91
 2021   3  16  18 21.98   18.08   20.04 14.71  78.44         0.01 88.46  0.79  96.84   1.77  95.81
 2021   3  16  19 20.90   17.65   19.27 14.28  81.56         0.01 88.53  0.82  73.30   2.00  72.70
 2021   3  16  20 19.84   17.51   18.68 14.16  86.31         0.02 88.61  0.82  56.31   2.16  56.48
 2021   3  16  21 19.05   17.36   18.20 14.04  89.81         0.01 88.67  0.90  47.46   2.34  47.57
 2021   3  16  22 18.40   17.16   17.79 13.85  92.31         0.02 88.69  1.02  43.75   2.42  43.95
 2021   3  16  23 17.96   17.05   17.51 13.73  94.25         0.02 88.68  1.08  46.17   2.51  46.26
 2021   3  17   0 17.47   16.91   17.19 13.61  96.38         0.07 88.65  1.09  55.18   2.51  55.12
 2021   3  17   1 16.96   16.65   16.81 13.43  97.94         0.05 88.61  1.13  63.79   2.53  63.83
 2021   3  17   2 16.54   16.35   16.44 13.12  98.75         0.18 88.58  1.18  68.69   2.57  69.14
 2021   3  17   3 16.35   16.15   16.25 13.00  98.56         0.11 88.59  1.32  71.03   2.69  71.20
 2021   3  17   4 16.19   15.97   16.08 12.82  98.44         0.07 88.62  1.52  72.31   2.91  72.49
 2021   3  17   5 16.00   15.76   15.88 12.63  98.31         0.06 88.67  1.55  73.86   2.92  73.99
 2021   3  17   6 16.57   16.03   16.30 12.88  96.56         0.05 88.72  2.04  74.42   3.46  74.55
 2021   3  17   7 18.79   17.30   18.05 13.92  90.94         0.02 88.77  2.24  73.15   3.53  73.29
 2021   3  17   8 21.78   17.81   19.80 14.40  78.06         0.07 88.81  1.98  71.85   3.00  72.08
 2021   3  17   9 23.96   17.62   20.79 14.22  67.56         0.11 88.82  1.42  80.85   2.08  81.35
 2021   3  17  10 25.40   16.93   21.16 13.61  59.38         0.06 88.79  1.04  98.19   1.48  98.82
 2021   3  17  11 26.41   16.55   21.48 13.31  54.62         0.09 88.73  0.86 123.55   1.22 123.49
 2021   3  17  12 26.98   16.44   21.70 13.18  52.38         0.14 88.67  0.87 150.45   1.23 150.35
 2021   3  17  13 27.28   16.46   21.87 13.24  51.62         0.13 88.59  1.01 169.30   1.43 169.30
 2021   3  17  14 27.15   16.35   21.75 13.18  51.62         0.10 88.53  1.21 176.66   1.73 176.63
 2021   3  17  15 26.58   16.09   21.33 12.94  52.50         0.06 88.50  1.32 177.29   1.96 177.02
 2021   3  17  16 25.87   16.53   21.20 13.31  56.31         0.01 88.50  1.23 175.27   1.94 175.14
 2021   3  17  17 24.00   17.95   20.98 14.65  69.06         0.01 88.53  0.83 169.65   1.65 169.11
 2021   3  17  18 22.08   17.64   19.86 14.28  75.81         0.00 88.56  0.76 164.54   1.66 163.61
 2021   3  17  19 21.38   16.94   19.16 13.67  75.69         0.00 88.62  0.77 152.92   1.67 151.28
 2021   3  17  20 20.67   16.73   18.70 13.49  78.12         0.00 88.67  0.74 136.71   1.75 135.00
 2021   3  17  21 19.65   16.24   17.94 13.00  80.50         0.00 88.70  0.77 121.26   1.93 119.57
 2021   3  17  22 18.20   15.39   16.80 12.33  83.50         0.00 88.70  0.84 107.93   2.19 107.66
 2021   3  17  23 17.13   14.85   15.99 11.90  86.38         0.00 88.67  0.95  97.59   2.46  97.67
 2021   3  18   0 16.40   14.46   15.43 11.60  88.12         0.00 88.65  1.10  88.38   2.61  88.63
 2021   3  18   1 15.92   14.15   15.04 11.41  89.12         0.00 88.64  1.24  80.60   2.85  80.69
 2021   3  18   2 15.38   14.03   14.71 11.29  91.44         0.00 88.63  1.33  76.37   2.97  76.29
 2021   3  18   3 14.90   14.07   14.48 11.35  94.56         0.01 88.64  1.44  74.23   3.08  74.27
 2021   3  18   4 14.55   14.26   14.40 11.47  97.94         0.01 88.68  1.52  72.96   3.17  72.81
 2021   3  18   5 14.57   14.51   14.55 11.66  99.50         0.02 88.73  1.56  71.93   3.18  72.10
 2021   3  18   6 15.81   14.99   15.40 12.02  94.69         0.02 88.78  2.16  70.97   3.77  71.26
 2021   3  18   7 18.65   16.07   17.36 12.88  84.88         0.01 88.83  2.14  67.73   3.37  67.95
 2021   3  18   8 22.17   16.67   19.42 13.37  70.88         0.02 88.85  1.79  57.62   2.70  58.01
 2021   3  18   9 24.50   16.29   20.39 13.06  60.19         0.01 88.83  1.13  58.29   1.62  58.85
 2021   3  18  10 26.09   15.71   20.90 12.57  52.75         0.01 88.78  0.54  84.21   0.75  85.83
 2021   3  18  11 27.08   15.69   21.38 12.57  49.69         0.02 88.71  0.48 145.01   0.68 146.31
 2021   3  18  12 27.64   15.65   21.64 12.57  47.94         0.00 88.62  0.81 177.78   1.14 177.65
 2021   3  18  13 27.76   15.44   21.60 12.39  47.00         0.00 88.54  1.17 186.51   1.67 186.43
 2021   3  18  14 27.33   15.15   21.24 12.21  47.31         0.01 88.49  1.40 187.68   2.06 187.64
 2021   3  18  15 26.45   15.30   20.87 12.27  50.25         0.06 88.48  1.48 185.14   2.26 184.76
 2021   3  18  16 25.95   16.01   20.98 12.88  54.31         0.05 88.52  1.20 181.86   2.01 181.11
 2021   3  18  17 23.81   17.10   20.46 13.85  66.38         0.01 88.57  0.94 170.93   1.88 169.95
 2021   3  18  18 21.26   16.47   18.87 13.24  74.06         0.00 88.62  0.89 158.39   1.93 157.90
 2021   3  18  19 20.37   15.60   17.98 12.51  74.00         0.00 88.67  0.94 141.41   2.00 140.54
 2021   3  18  20 19.48   15.34   17.41 12.33  76.88         0.00 88.71  0.92 122.21   2.15 121.61
 2021   3  18  21 18.69   15.40   17.05 12.33  81.12         0.00 88.73  0.86 106.45   2.25 106.36
 2021   3  18  22 17.66   14.84   16.25 11.90  83.50         0.00 88.70  0.88  98.13   2.41  97.82
 2021   3  18  23 16.76   14.41   15.58 11.60  85.94         0.00 88.65  1.02  95.27   2.61  94.98
 2021   3  19   0 16.19   14.27   15.23 11.47  88.25         0.00 88.60  1.25  92.15   2.85  92.04
 2021   3  19   1 15.86   14.49   15.17 11.66  91.50         0.01 88.58  1.47  86.96   3.19  86.63
 2021   3  19   2 15.52   14.81   15.16 11.90  95.38         0.02 88.60  1.62  80.86   3.33  80.40
 2021   3  19   3 15.22   14.91   15.07 11.96  97.88         0.03 88.62  1.66  76.68   3.35  76.51
 2021   3  19   4 15.14   14.93   15.04 11.96  98.50         0.04 88.67  1.66  75.31   3.30  75.21
 2021   3  19   5 14.90   14.84   14.87 11.90  99.38         0.05 88.72  1.50  75.53   3.08  75.61
 2021   3  19   6 15.98   15.19   15.58 12.15  94.94         0.03 88.77  2.02  77.69   3.59  77.69
 2021   3  19   7 18.57   16.32   17.44 13.12  86.62         0.00 88.81  2.22  79.48   3.51  79.62
 2021   3  19   8 22.37   16.46   19.41 13.18  69.12         0.00 88.83  2.04  83.42   3.12  83.68
 2021   3  19   9 24.65   15.88   20.26 12.70  58.06         0.00 88.82  1.73 100.70   2.56 101.24
 2021   3  19  10 25.87   15.44   20.66 12.39  52.56         0.00 88.79  1.46 120.54   2.12 121.00
 2021   3  19  11 26.62   15.33   20.98 12.27  49.94         0.00 88.74  1.36 137.79   1.96 138.23
 2021   3  19  12 27.03   15.39   21.21 12.33  48.88         0.00 88.66  1.35 150.46   1.93 150.43
 2021   3  19  13 27.34   15.51   21.43 12.45  48.38         0.00 88.58  1.36 158.75   1.95 158.88
 2021   3  19  14 27.14   15.49   21.31 12.45  48.88         0.00 88.52  1.45 160.20   2.12 159.96
 2021   3  19  15 26.42   15.73   21.08 12.63  51.75         0.00 88.51  1.50 159.30   2.26 159.19
 2021   3  19  16 25.66   16.47   21.07 13.24  56.75         0.00 88.54  1.44 158.03   2.30 157.62
 2021   3  19  17 23.39   18.30   20.85 14.89  73.12         0.00 88.59  0.92 154.75   1.90 154.49
 2021   3  19  18 20.90   17.93   19.41 14.53  83.00         0.00 88.63  0.77 148.74   2.09 148.45
 2021   3  19  19 20.22   17.60   18.90 14.22  84.75         0.00 88.67  0.81 137.35   2.19 137.16
 2021   3  19  20 19.64   17.30   18.47 13.98  86.25         0.00 88.72  0.91 124.51   2.29 124.45
 2021   3  19  21 19.08   16.90   17.99 13.61  87.06         0.00 88.75  1.08 113.04   2.43 112.93
 2021   3  19  22 18.60   16.41   17.51 13.18  87.06         0.00 88.73  1.25 104.82   2.70 104.60
 2021   3  19  23 18.02   16.01   17.01 12.88  88.00         0.00 88.70  1.39 100.36   2.89  99.97
 2021   3  20   0 17.47   15.71   16.59 12.63  89.31         0.00 88.67  1.56  96.31   3.11  95.91
 2021   3  20   1 17.08   15.51   16.30 12.45  90.31         0.01 88.66  1.86  90.72   3.52  90.64
 2021   3  20   2 16.82   15.39   16.11 12.33  91.12         0.02 88.65  2.12  85.57   3.89  85.51
 2021   3  20   3 16.42   15.40   15.90 12.33  93.50         0.03 88.66  2.16  82.72   3.95  82.85
 2021   3  20   4 15.98   15.41   15.69 12.33  96.25         0.04 88.69  1.99  81.87   3.69  82.09
 2021   3  20   5 15.75   15.39   15.57 12.33  97.56         0.04 88.74  1.91  82.23   3.53  82.62
 2021   3  20   6 16.39   15.62   16.01 12.51  95.06         0.03 88.79  2.35  83.11   3.98  83.35
 2021   3  20   7 18.97   16.64   17.80 13.37  86.12         0.00 88.82  2.59  83.07   4.14  83.28
 2021   3  20   8 22.10   16.71   19.40 13.43  71.38         0.01 88.84  2.65  81.70   4.14  81.98
 2021   3  20   9 24.26   16.46   20.36 13.18  61.69         0.01 88.82  2.28  82.53   3.46  82.73
 2021   3  20  10 25.60   16.10   20.85 12.88  55.62         0.00 88.78  1.84  87.56   2.71  87.52
 2021   3  20  11 26.62   15.75   21.19 12.63  51.25         0.00 88.71  1.55  95.22   2.25  94.98
